C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,265108,365838
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,313085,239139
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,313108,239152
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,313112,239198
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,313183,239413
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,313422,239697
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,313667,239881
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,217451,536817
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,217456,536821
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,217456,536826
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,217472,536865
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,217495,536949
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,217525,537049
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,122588,453476
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,122607,453485
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,122614,453527
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,122653,453748
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,122711,454061
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,122800,454371
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,1077799,2620397
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,1077832,2620410
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,1077847,2620500
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,1077909,2620808
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,1078046,2621220
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,1078182,2621638
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,4610709,3861730
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,4610757,3861751
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,4610772,3861855
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,4610869,3862124
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,4611089,3862441
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,4611355,3862726
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,3345805,594531
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,3345902,594544
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,3345952,594615
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,3346228,594751
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,3346679,594880
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,3347172,594995
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,970900,603797
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,971029,603829
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,971075,603883
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,971273,604108
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,971897,604531
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,972864,604880
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,6003629,2793247
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,6003745,2793284
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,6003771,2793354
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,6003927,2793661
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,6004521,2794017
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,6005370,2794376
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,7869870,2155562
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,7869980,2155586
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,7870017,2155662
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,7870203,2155897
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,7870760,2156146
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,7871555,2156298
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,26315303,4272461
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,26315421,4272468
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,26315455,4272477
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,26315655,4272534
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,26316282,4272612
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-07T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,26317158,4272706
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,331327,1008317
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,331345,1008326
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,331360,1008561
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,331486,1009617
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,331720,1010293
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,332272,1011260
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,2534555,3050684
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,2534555,3050692
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,2534587,3050909
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,2534780,3051796
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,2535228,3052232
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,2536140,3052771
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,15120427,14708913
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,15120461,14708917
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,15120501,14709068
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,15120726,14710038
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,15121283,14710788
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,15122413,14711622
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,7380706,8669518
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,7380754,8669535
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,7380808,8669985
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,7381089,8671896
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,7381903,8672770
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,7383374,8673647
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,6732670,5169904
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,6732754,5169928
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,6732818,5170540
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,6733255,5172261
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,6734350,5172878
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,6736250,5173348
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,17923166,7176911
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,17923293,7176929
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,17923455,7177513
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,17924324,7178492
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,17925934,7178831
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,17928427,7179019
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,782360,619112
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,782361,619115
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,782363,619190
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,782374,619565
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,782418,619732
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,782595,619936
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,71179839,21039363
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,71179869,21039365
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,71179912,21039519
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,71180186,21040305
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,71180679,21040690
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,71181834,21041018
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,2210766,17336193
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,2210792,17336223
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,2210823,17336611
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,2210891,17338313
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,2211055,17339760
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,2211229,17341617
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,1095007,2517934
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,1095027,2517961
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,1095048,2518161
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,1095174,2519069
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,1095435,2519843
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,1095834,2520824
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,4781842,3378495
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,4781903,3378512
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,4781959,3378643
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,4782345,3379176
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,4782977,3379544
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,4783785,3379936
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,164800,512987
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,164824,513031
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,164839,513418
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,164946,515150
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,165326,516247
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,165835,517370
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,6715315,4047100
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,6715348,4047113
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,6715399,4047256
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,6715720,4047962
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,6716320,4048311
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,6717122,4048685
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,13425990,1478396
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,13426076,1478413
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,13426236,1478474
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,13427071,1478646
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,13428058,1478740
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,13429326,1478836
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,255855,177560
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,255874,177564
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,255913,177626
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,256094,177805
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,256338,177969
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,256659,178261
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,226279,280844
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,226307,280855
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,226328,280994
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,226461,281436
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,226678,281683
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,227019,282045
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,263540,363055
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,263573,363072
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,263601,363292
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,263745,363958
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,264011,364309
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,264411,364635
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,311940,238052
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,311970,238064
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,312005,238249
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,312241,238706
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,312583,238923
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,312989,239073
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,217085,535873
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T04:00:00Z,REGULAR,217088,535880
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T08:00:00Z,REGULAR,217115,535953
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T12:00:00Z,REGULAR,217160,536196
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T16:00:00Z,REGULAR,217286,536422
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T20:00:00Z,REGULAR,217435,536771
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-06T00:00:00Z,1899-12-31T00:00:00Z,REGULAR,121823,450742
