C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,235761,290961
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,235775,290980
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,235819,291002
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,235839,291014
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,272017,378680
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,272018,378690
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,272033,378766
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,272053,378831
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,272094,378895
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,272128,378923
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,322826,248679
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,322826,248683
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,322834,248734
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,322845,248773
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,322887,248798
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,322908,248816
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,219333,541456
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,219333,541461
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,219338,541477
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,219346,541491
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,219362,541507
A035,R170,'00-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,219367,541512
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,127423,469447
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,127423,469452
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,127431,469552
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,127445,469604
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,127486,469657
A035,R170,'00-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,127512,469682
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,1086973,2642557
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,1086975,2642563
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,1086989,2642728
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,1087010,2642801
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,1087075,2642875
A035,R170,'00-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,1087116,2642908
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,4625846,3878230
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,4625846,3878238
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,4625871,3878427
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,4625900,3878509
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,4626016,3878571
A035,R170,'00-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,4626097,3878587
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,3375515,602043
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,3375519,602055
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,3375579,602168
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,3375635,602231
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,3375831,602271
A035,R170,'00-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,3375965,602304
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,997212,622358
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,997212,622362
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,997229,622420
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,997264,622469
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,997380,622526
A037,R170,'05-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,997460,622568
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,6026331,2808362
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,6026335,2808363
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,6026351,2808436
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,6026380,2808479
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,6026466,2808520
A037,R170,'05-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,6026524,2808552
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,7892739,2166107
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,7892743,2166110
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,7892765,2166165
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,7892810,2166212
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,7892922,2166243
A037,R170,'05-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,7892988,2166269
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,26337552,4275983
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,26337552,4275984
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,26337567,4275996
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,26337596,4276011
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,26337686,4276023
A037,R170,'05-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-25T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,26337739,4276033
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,337433,1028805
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,337434,1028812
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,337438,1028852
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,337448,1028907
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,337463,1028963
A033,R170,'02-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,337471,1028999
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,2544937,3067254
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,2544937,3067255
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,2544945,3067333
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,2544947,3067384
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,2544973,3067428
A033,R170,'02-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,2544993,3067449
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,15135147,14725319
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,15135148,14725320
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,15135153,14725337
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,15135166,14725361
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,15135204,14725378
A033,R170,'02-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,15135232,14725385
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,7402938,8701091
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,7402939,8701097
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,7402950,8701187
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,7402961,8701254
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,7403025,8701320
A033,R170,'02-00-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,7403061,8701342
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,6763886,5201018
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,6763887,5201027
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,6763909,5201152
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,6763953,5201255
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,6764071,5201339
A033,R170,'02-00-04,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,6764139,5201370
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,17973146,7201783
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,17973151,7201795
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,17973206,7201949
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,17973287,7202050
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,17973478,7202131
A033,R170,'02-00-05,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,17973623,7202170
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,783646,625154
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,783646,625154
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,783646,625163
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,783647,625174
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,783648,625180
A033,R170,'02-06-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,783648,625184
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,71194852,21050376
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,71194853,21050377
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,71194861,21050398
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,71194869,21050407
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,71194914,21050419
A033,R170,'02-06-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,71194963,21050423
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,2216997,17385060
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,2217000,17385070
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,2217014,17385181
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,2217041,17385306
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,2217075,17385458
A034,R170,'03-00-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,2217096,17385529
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,1105349,2541849
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,1105352,2541860
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,1105356,2541933
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,1105374,2542017
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,1105419,2542094
A034,R170,'03-00-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,1105454,2542119
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,4803416,3393169
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,4803419,3393179
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,4803433,3393229
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,4803478,3393298
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,4803598,3393352
A034,R170,'03-00-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,4803686,3393385
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,175670,552611
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,175670,552628
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,175670,552751
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,175670,552840
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,175670,552969
A034,R170,'03-03-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,175670,552999
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,6735436,4060203
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,6735442,4060206
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,6735451,4060237
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,6735479,4060270
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,6735565,4060306
A034,R170,'03-03-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,6735634,4060327
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,13463805,1482846
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,13463808,1482846
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,13463843,1482858
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,13463907,1482874
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,13464074,1482893
A034,R170,'03-03-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,13464213,1482904
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,263444,183668
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,263446,183674
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,263460,183683
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,263479,183704
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,263531,183716
A034,R170,'03-05-00,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,263556,183721
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,235642,290805
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,235644,290813
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,235654,290856
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,235674,290883
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,235714,290910
A034,R170,'03-05-01,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,235737,290920
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,271878,378396
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,271878,378404
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,271887,378492
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,271902,378562
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T17:00:00Z,REGULAR,271970,378622
A034,R170,'03-05-02,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T21:00:00Z,REGULAR,272001,378649
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T01:00:00Z,REGULAR,322718,248480
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T05:00:00Z,REGULAR,322718,248486
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T09:00:00Z,REGULAR,322727,248542
A034,R170,'03-05-03,14 ST-UNION SQ,LNQR456W,BMT,2020-03-24T00:00:00Z,1899-12-31T13:00:00Z,REGULAR,322742,248597
