the_geom,lat,long,station_name,borough,train_lines,service,unit,c-a,ct_median_income_2018_ACS,ct_shape_leng,ct_shape_area
0101000020E6100000382EE3A6067B52C07DCF488446584440,40.689652,-73.922281,GATES AVE,Brooklyn,JZ,BMT,J013,R380,"$30,300",6560.681694,1712820.273
0101000020E610000010B22C98F87A52C0511553E927624440,40.766843,-73.921423,GRAND-30 AVE,Queens,NQ,BMT,R513,R093,"$35,827",6357.914009,2288182.617
0101000020E610000010CCD1E3F77A52C0E9D495CFF26A4440,40.835535,-73.92138,167 ST,Bronx,4,IRT,R283,R221,"$31,225",5397.637754,1592663.252
0101000020E6100000F1475167EE7A52C06284F068E3564440,40.678815,-73.920801,RALPH AVE,Brooklyn,C,IND,N121B,R438,"$89,318",7471.479687,2133891.754
0101000020E6100000FE0FB056ED7A52C087C267EBE0604440,40.756864,-73.920736,STEINWAY ST,Queens,MR,IND,N315,R238,"$19,850",8259.373436,1587954.994
0101000020E6100000FE0FB056ED7A52C087C267EBE0604440,40.756864,-73.920736,STEINWAY ST,Queens,MR,IND,N314,R238,"$19,850",8259.373436,1587954.994
0101000020E6100000D57954FCDF7A52C0693A3B191C6F4440,40.868045,-73.919921,INWOOD-207 ST,Manhattan,A,IND,N002A,R173,"$34,703",5489.623809,1690644.704
0101000020E6100000D57954FCDF7A52C0693A3B191C6F4440,40.868045,-73.919921,INWOOD-207 ST,Manhattan,A,IND,N001,R173,"$34,703",5489.623809,1690644.704
0101000020E6100000CB67791EDC7A52C0E06932E36D594440,40.698666,-73.919685,KNICKERBOCKER,Brooklyn,M,BMT,K019,R413,"$32,960",5386.799542,1810786.865
0101000020E6100000C3D7D7BAD47A52C051DD5CFC6D674440,40.808044,-73.919234,BROOK AVE,Bronx,6,IRT,R402,R446,"$25,903",7427.778266,2326464.691
0101000020E6100000C3D7D7BAD47A52C051DD5CFC6D674440,40.808044,-73.919234,BROOK AVE,Bronx,6,IRT,R403,R446,"$25,903",7427.778266,2326464.691
0101000020E6100000AFCDC64ACC7A52C0B3B112F3AC6E4440,40.864653,-73.918719,207 ST,Manhattan,1,IRT,R188,R037,"$36,920",21401.7579,6689148.692
0101000020E6100000A6D590B8C77A52C01E537765175A4440,40.703839,-73.91844,DEKALB AVE,Brooklyn,L,BMT,H023,R236,"$47,356",5552.173245,1805749.998
0101000020E6100000946A9F8EC77A52C0D7A4DB12B96A4440,40.833773,-73.91843,167 ST,Bronx,BD,IND,N207,R104,"$31,225",5397.637754,1592663.252
0101000020E6100000946A9F8EC77A52C0D7A4DB12B96A4440,40.833773,-73.91843,167 ST,Bronx,BD,IND,N206,R104,"$31,225",5397.637754,1592663.252
0101000020E61000009A417C60C77A52C015AC71361D5F4440,40.743079,-73.918419,46 ST-BLISS ST,Queens,7,IRT,R519,R223,"$60,269",4718.303109,1370376.215
0101000020E61000009A417C60C77A52C015AC71361D5F4440,40.743079,-73.918419,46 ST-BLISS ST,Queens,7,IRT,R520,R223,"$60,269",4718.303109,1370376.215
0101000020E610000088855AD3BC7A52C0FD885FB1866B4440,40.840048,-73.917775,170 ST,Bronx,4,IRT,R284,R243,"$28,192",3869.862852,732245.044
0101000020E61000007CF1457BBC7A52C00B9C6C0377684440,40.816132,-73.917754,149 ST-3 AVE,Bronx,25,IRT,R311,R053,"$23,737",9811.640279,2816027.752
0101000020E61000007CF1457BBC7A52C00B9C6C0377684440,40.816132,-73.917754,149 ST-3 AVE,Bronx,25,IRT,R310,R053,"$23,737",9811.640279,2816027.752
0101000020E610000083161230BA7A52C07AFEB4519D624440,40.770426,-73.917614,HOYT ST-ASTORIA,Queens,NQ,BMT,R514,R094,"$32,500",7021.101428,1752217.147
0101000020E610000058C7F143A57A52C087BF266BD4574440,40.68617,-73.916337,HALSEY ST,Brooklyn,J,BMT,J016,R381,"$29,120",6148.269458,1838509.759
0101000020E61000004C33DDEBA47A52C03DB5FAEAAA544440,40.661466,-73.916316,SARATOGA AVE,Brooklyn,3,IRT,R628,R064,"$43,085",6291.046102,1853454.207
0101000020E6100000250516C0947A52C0DCBDDC27476F4440,40.869359,-73.915329,215 ST,Manhattan,1,IRT,R190,R038,"$36,920",21401.7579,6689148.692
0101000020E610000007CF8426897A52C0E945ED7E156C4440,40.844406,-73.914621,MT EDEN AVE,Bronx,4,IRT,R285,R308,"$30,337",3934.093156,557878.3347
0101000020E6100000FD885FB1867A52C0AD16D86322674440,40.805737,-73.914471,CYPRESS AVE,Bronx,6,IRT,R404,R447,"$14,375",6087.900398,1677797.874
0101000020E6100000FD885FB1867A52C0AD16D86322674440,40.805737,-73.914471,CYPRESS AVE,Bronx,6,IRT,R405,R447,"$14,375",6087.900398,1677797.874
0101000020E6100000D6A88768747A52C0034015376E6B4440,40.839301,-73.913355,170 ST,Bronx,BD,IND,N209,R443,"$35,137",5931.365315,1925145.595
0101000020E6100000D6A88768747A52C0034015376E6B4440,40.839301,-73.913355,170 ST,Bronx,BD,IND,N208,R443,"$35,137",5931.365315,1925145.595
0101000020E6100000E256410C747A52C043C9E4D4CE604440,40.756312,-73.913333,46 ST,Queens,MR,IND,N316,R267,"$17,438",4615.607896,1309390.558
0101000020E6100000E256410C747A52C043C9E4D4CE604440,40.756312,-73.913333,46 ST,Queens,MR,IND,N316A,R267,"$17,438",4615.607896,1309390.558
0101000020E6100000E256410C747A52C043C9E4D4CE604440,40.756312,-73.913333,46 ST,Queens,MR,IND,N317,R267,"$17,438",4615.607896,1309390.558
0101000020E6100000AE2CD159667A52C0D89E5912A06C4440,40.848635,-73.912497,176 ST,Bronx,4,IRT,R286,R309,"$25,304",7381.190801,1704755.328
0101000020E6100000AE2CD159667A52C081ED60C43E5F4440,40.744103,-73.912497,52 ST-LINCOLN,Queens,7,IRT,R521,R327,"$66,500",4320.601036,1100605.056
0101000020E6100000B130444E5F7A52C02E76FBAC32634440,40.774984,-73.912067,DITMARS BL-31 S,Queens,NQ,BMT,R515,R095,"$133,333",5907.89869,1997244.194
0101000020E61000009B3C65355D7A52C010751F80D4564440,40.67836,-73.911939,ROCKAWAY AVE,Brooklyn,C,IND,N122,R439,"$27,925",5779.492475,2037041.369
0101000020E61000009B3C65355D7A52C010751F80D4564440,40.67836,-73.911939,ROCKAWAY AVE,Brooklyn,C,IND,N123B,R439,"$27,925",5779.492475,2037041.369
0101000020E61000009C8A54185B7A52C021E4BCFF8F594440,40.699707,-73.91181,MYRTLE AVE,Brooklyn,LM,BMT,H026,R137,"$41,250",8162.503863,2152392.831
0101000020E61000009C8A54185B7A52C021E4BCFF8F594440,40.699707,-73.91181,MYRTLE AVE,Brooklyn,LM,BMT,H027,R137,"$41,250",8162.503863,2152392.831
0101000020E610000060EAE74D457A52C04242942F68574440,40.682867,-73.91048,CHAUNCEY ST,Brooklyn,JZ,BMT,J017,R432,"$37,807",7215.256266,2433755.705
0101000020E61000004D1421753B7A52C090D78349F16F4440,40.874551,-73.909879,MARBLE HILL-225,Manhattan,1,IRT,R192,R039,"$101,438",7744.333741,3282243.119
0101000020E61000002634492C297A52C02BA1BB24CE544440,40.662541,-73.908763,ROCKAWAY AVE,Brooklyn,3,IRT,R629,R065,"$24,769",6504.836748,2256021.139
0101000020E61000000B9A9658197A52C09F02603C83684440,40.816505,-73.907797,JACKSON AVE,Bronx,25,IRT,R312,R405,"$30,577",7309.730115,2458741.054
0101000020E6100000FF058200197A52C0DCD8EC48F5594440,40.702798,-73.907776,SENECA AVE,Queens,M,BMT,K022,R402,"$101,348",6164.840001,1767827.171
0101000020E6100000FF1F274C187A52C0E15D2EE23B6D4440,40.85339,-73.907733,BURNSIDE AVE,Bronx,4,IRT,R287,R244,"$23,873",6194.054561,1607394.771
0101000020E6100000003ACC97177A52C069739CDB84674440,40.808742,-73.90769,E 143 ST,Bronx,6,IRT,R406,R448,"$30,490",5804.923407,1525330.738
0101000020E6100000003ACC97177A52C069739CDB84674440,40.808742,-73.90769,E 143 ST,Bronx,6,IRT,R407,R448,"$30,490",5804.923407,1525330.738
0101000020E6100000C7832D76FB7952C0A69C2FF65E604440,40.752898,-73.905973,NORTHERN BLVD,Queens,MR,IND,N318,R298,"$27,145",7653.529657,2353658.957
0101000020E6100000C7832D76FB7952C0A69C2FF65E604440,40.752898,-73.905973,NORTHERN BLVD,Queens,MR,IND,N319,R298,"$27,145",7653.529657,2353658.957
0101000020E6100000B35F77BAF37952C0C4CF7F0F5E574440,40.682558,-73.905501,BUSHWICK AVE,Brooklyn,L,BMT,H033,R313,"$59,500",5083.977563,1496440.209
0101000020E61000009DB98784EF7952C0AA471ADCD66C4440,40.850307,-73.905244,TREMONT AVE,Bronx,BD,IND,N213,R154,"$23,191",5964.067663,1024066.834
0101000020E61000009DB98784EF7952C0AA471ADCD66C4440,40.850307,-73.905244,TREMONT AVE,Bronx,BD,IND,N214,R154,"$23,191",5964.067663,1024066.834
0101000020E610000089618731E97952C04E44BFB67E704440,40.878867,-73.904858,231 ST,Bronx,1,IRT,R194,R040,"$48,701",5940.571339,2054663.452
0101000020E61000007102D369DD7952C03E7AC37DE4564440,40.678848,-73.904139,BROADWAY-ENY,Brooklyn,ACJLZ,IND,N124,R103,"$30,893",5904.510337,2024543.155
0101000020E610000077F35487DC7952C0B3791C06F3674440,40.812104,-73.904085,E 149 ST,Bronx,6,IRT,R408,R449,"$29,939",6858.859005,2303687.945
0101000020E610000077F35487DC7952C0B3791C06F3674440,40.812104,-73.904085,E 149 ST,Bronx,6,IRT,R409,R449,"$29,939",6858.859005,2303687.945
0101000020E61000006C79E57ADB7952C031EF71A609594440,40.695607,-73.904021,HALSEY ST,Queens,L,BMT,H028,R266,"$140,845",6355.662459,1654116.349
0101000020E61000006C79E57ADB7952C031EF71A609594440,40.695607,-73.904021,HALSEY ST,Queens,L,BMT,H030,R266,"$140,845",6355.662459,1654116.349
0101000020E610000078279F1EDB7952C022C5008926584440,40.688676,-73.903999,WILSON AVE,Brooklyn,L,BMT,H032,R295,$0,10955.15141,5589606.613
0101000020E6100000624D6551D87952C0821FD5B0DF6D4440,40.858389,-73.903828,183 ST,Bronx,4,IRT,R288,R275,"$23,734",7305.928619,1913175.127
0101000020E610000044317903CC7952C03E42CD902A5A4440,40.704424,-73.903077,FOREST AVE,Queens,M,BMT,K024,R403,"$74,052",5626.449798,1780244.762
0101000020E610000051137D3ECA7952C09D121093705F4440,40.745623,-73.902969,61 ST/WOODSIDE,Queens,7,IRT,R523,R147,"$70,733",6592.531475,2384003.766
0101000020E610000046CD57C9C77952C0174A26A776564440,40.675496,-73.902819,ATLANTIC AVE,Brooklyn,L,BMT,H035,R348,"$40,385",9940.299246,4617777.953
0101000020E61000003E096CCEC17952C0C345EEE9EA544440,40.663419,-73.902454,JUNIUS ST,Brooklyn,3,IRT,R630,R066,"$24,769",6504.836748,2256021.139
0101000020E61000001D1D5723BB7952C0185DDE1CAE554440,40.669376,-73.902047,SUTTER AVE,Brooklyn,L,BMT,H037,R349,"$10,851",7555.778169,3194827.516
0101000020E61000001F9F909DB77952C0D0D03FC1C5524440,40.64666,-73.901832,ROCKAWAY PKY,Brooklyn,L,BMT,H041,R152,"$63,265",7198.095853,2712076.723
0101000020E610000016DBA4A2B17952C0923CD7F7E1684440,40.819396,-73.901467,PROSPECT AVE,Bronx,25,IRT,R314,R406,"$30,158",6463.499371,1966131.611
0101000020E610000016DBA4A2B17952C0923CD7F7E1684440,40.819396,-73.901467,PROSPECT AVE,Bronx,25,IRT,R315,R406,"$30,158",6463.499371,1966131.611
0101000020E6100000070C923EAD7952C053B0C6D9746E4440,40.862941,-73.901199,FORDHAM ROAD,Bronx,4,IRT,R289,R119,"$38,382",7517.126962,2173748.168
0101000020E610000061A5828AAA7952C002F22554706E4440,40.862803,-73.901034,FORDHAM ROAD,Bronx,BD,IND,N217,R112,"$34,934",5663.364157,1841945.88
0101000020E610000061A5828AAA7952C002F22554706E4440,40.862803,-73.901034,FORDHAM ROAD,Bronx,BD,IND,N218,R112,"$34,934",5663.364157,1841945.88
0101000020E6100000F8A41309A67952C032E884D041714440,40.884821,-73.900759,238 ST,Bronx,1,IRT,R196,R306,"$23,889",11964.70714,2622409.015
0101000020E6100000ED2AA4FCA47952C04FCC7A31946D4440,40.856085,-73.900695,182-183 ST,Bronx,BD,IND,N215,R237,"$39,350",4142.370013,1030540.529
0101000020E610000048F8DEDFA07952C0AB06616EF7544440,40.663801,-73.900444,LIVONIA AVE,Brooklyn,L,BMT,H038,R350,"$58,487",7996.134552,2109759.692
0101000020E6100000BBB6B75B927952C0E17A14AE47534440,40.650625,-73.899558,EAST 105 ST,Brooklyn,L,BMT,H040,R376,"$49,830",13569.35668,9189937.841
0101000020E6100000BCEA01F3907952C01827BEDA51544440,40.658748,-73.899472,NEW LOTS AVE,Brooklyn,L,BMT,H039,R375,"$17,303",6698.275072,2553557.139
0101000020E6100000A9143B1A877952C043723271AB564440,40.677107,-73.898871,ALABAMA AVE,Brooklyn,J,BMT,J020,R433,"$31,222",8959.334517,3527651.629
0101000020E6100000A036AAD3817952C0008C67D0D0714440,40.889185,-73.898549,242 ST,Bronx,1,IRT,R197,R117,"$57,572",10774.90212,2883548.817
0101000020E610000094BC3AC7807952C0B8020AF5F45F4440,40.749663,-73.898485,65 ST,Queens,MR,IND,N322,R340,"$70,733",6592.531475,2384003.766
0101000020E61000006FF607CA6D7952C0959D7E50176F4440,40.867899,-73.897326,KINGSBRIDGE RD,Bronx,4,IRT,R290,R161,"$38,382",7517.126962,2173748.168
0101000020E61000005072874D647952C0EDD79DEE3C694440,40.822172,-73.896747,INTERVALE-163,Bronx,25,IRT,R316,R407,"$26,378",6953.98426,2302753.017
0101000020E610000045460724617952C0C7B94DB857564440,40.674552,-73.896554,LIBERTY AVE,Brooklyn,C,IND,N125,R440,"$31,222",8959.334517,3527651.629
0101000020E61000005342B0AA5E7952C0F697DD93875F4440,40.746325,-73.896403,69 ST-FISK AVE,Queens,7,IRT,R524,R347,"$23,750",6010.43288,2172037.411
0101000020E61000003ED00A0C597952C029E9616875684440,40.816083,-73.89606,LONGWOOD AVE,Bronx,6,IRT,R410,R450,"$30,158",6463.499371,1966131.611
0101000020E61000003ED00A0C597952C029E9616875684440,40.816083,-73.89606,LONGWOOD AVE,Bronx,6,IRT,R411,R450,"$30,158",6463.499371,1966131.611
0101000020E6100000338AE596567952C03E079623645A4440,40.706181,-73.89591,FRESH POND ROAD,Queens,M,BMT,K025,R404,"$78,873",15855.67502,7603813.961
0101000020E6100000ED0BE8853B7952C01CD13DEB1A554440,40.664884,-73.894258,PENNSYLVANIA AV,Brooklyn,3,IRT,R632,R067,"$30,598",5460.421472,1813472.222
0101000020E6100000DC9DB5DB2E7952C0BC3D0801F96E4440,40.866974,-73.893485,KINGSBRIDGE RD,Bronx,BD,IND,N221,R155,"$29,315",4475.294226,682700.6616
0101000020E6100000DC9DB5DB2E7952C0BC3D0801F96E4440,40.866974,-73.893485,KINGSBRIDGE RD,Bronx,BD,IND,N220,R155,"$29,315",4475.294226,682700.6616
0101000020E6100000C6F7C5A52A7952C0132C0E677E694440,40.82417,-73.893228,SIMPSON ST,Bronx,25,IRT,R318,R408,"$21,322",5036.141407,1172792.916
0101000020E6100000C6F7C5A52A7952C0132C0E677E694440,40.82417,-73.893228,SIMPSON ST,Bronx,25,IRT,R317,R408,"$21,322",5036.141407,1172792.916
0101000020E61000009605137F147952C05E656D533C6A4440,40.829966,-73.891876,FREEMAN ST,Bronx,25,IRT,R320,R409,"$32,500",5707.516696,1828803.462
0101000020E61000009605137F147952C05E656D533C6A4440,40.829966,-73.891876,FREEMAN ST,Bronx,25,IRT,R319,R409,"$32,500",5707.516696,1828803.462
0101000020E61000008CBFED09127952C0B70C384BC9564440,40.678018,-73.891726,VAN SICLEN AVE,Brooklyn,JZ,BMT,J021,R434,"$31,222",8959.334517,3527651.629
0101000020E610000083FB010F0C7952C08B321B64925F4440,40.746655,-73.891361,ROOSEVELT AVE,Queens,EFMR7,IND,N324,R018,"$56,917",6496.952057,2259540.126
0101000020E610000083FB010F0C7952C08B321B64925F4440,40.746655,-73.891361,ROOSEVELT AVE,Queens,EFMR7,IND,N323,R018,"$56,917",6496.952057,2259540.126
0101000020E610000083FB010F0C7952C08B321B64925F4440,40.746655,-73.891361,74 ST-BROADWAY,Queens,EFMR7,IRT,R525,R018,"$56,917",6496.952057,2259540.126
0101000020E610000066F9BA0CFF7852C0B55208E412694440,40.820889,-73.890567,HUNTS POINT AVE,Bronx,6,IRT,R412,R146,"$28,364",5577.76951,1804161.923
0101000020E61000006747AAEFFC7852C0749A05DA1D564440,40.672786,-73.890438,VAN SICLEN AVE,Brooklyn,C,IND,N126,R441,"$36,655",5358.559601,1788251.721
0101000020E610000058ACE122F77852C0F7ADD689CB6F4440,40.873399,-73.890084,BEDFORD PARK BL,Bronx,4,IRT,R291,R183,"$49,301",15400.84782,12552690.45
0101000020E61000003ECBF3E0EE7852C0AC74779D0D5B4440,40.711353,-73.88958,METROPOLITAN AV,Queens,M,BMT,K026,R100,"$78,873",15855.67502,7603813.961
0101000020E61000003F19E3C3EC7852C025CCB4FD2B554440,40.665405,-73.889451,VAN SICLEN AVE,Brooklyn,3,IRT,R633,R068,"$57,527",5874.918288,1914338.597
0101000020E610000001C0B167CF7852C0292158552F6B4440,40.837382,-73.887659,174 ST,Bronx,25,IRT,R322,R386,"$16,121",6437.861268,2573043.332
0101000020E610000001C0B167CF7852C0292158552F6B4440,40.837382,-73.887659,174 ST,Bronx,25,IRT,R321,R386,"$16,121",6437.861268,2573043.332
0101000020E6100000DECCE847C37852C06347E350BF6F4440,40.873026,-73.886919,BEDFORD PARK BL,Bronx,BD,IND,N222,R156,"$48,843",6383.261384,1865502.755
0101000020E6100000DECCE847C37852C06347E350BF6F4440,40.873026,-73.886919,BEDFORD PARK BL,Bronx,BD,IND,N223,R156,"$48,843",6383.261384,1865502.755
0101000020E6100000D656EC2FBB7852C0F1F09E03CB694440,40.826508,-73.886425,WHITLOCK AVE,Bronx,6,IRT,R413,R325,"$22,396",3867.357061,555873.728
0101000020E6100000910C39B69E7852C061A7583508574440,40.679938,-73.884687,CLEVELAND ST,Brooklyn,J,BMT,J022,R435,"$61,071",5149.182117,1390018.149
0101000020E61000008578245E9E7852C04D4A41B797704440,40.87963,-73.884666,MOSHOLU PARKWAY,Bronx,4,IRT,R293,R133,"$32,632",8588.723392,3505470.565
0101000020E610000066F4A3E1947852C08272DBBE47554440,40.666252,-73.884087,NEW LOTS AVE,Brooklyn,3,IRT,R634,R069,"$57,527",5874.918288,1914338.597
0101000020E610000069AA27F38F7852C0ECF99AE5B25F4440,40.747647,-73.883786,82 ST-JACKSON H,Queens,7,IRT,R526,R096,"$23,889",7388.436318,1913172.899
0101000020E6100000257A19C5727852C0130A1170085F4440,40.742445,-73.882005,ELMHURST AVE,Queens,MR,IND,N325A,R218,"$50,417",6226.77358,1496180.538
0101000020E6100000E8A562635E7852C08C9E5BE84A564440,40.674161,-73.880761,SHEPHERD AVE,Brooklyn,C,IND,N127,R442,"$45,673",5251.656864,1715753.207
0101000020E6100000D503E621537852C06F826F9A3E574440,40.681598,-73.880074,NORWOOD AVE,Brooklyn,JZ,BMT,J023,R436,"$57,411",6842.141947,2295155.614
0101000020E6100000C0779B374E7852C0DE3B6A4C886B4440,40.840097,-73.879774,E TREMONT AVE,Bronx,25,IRT,R323,R387,"$33,828",7812.71063,3416186.852
0101000020E6100000C0779B374E7852C0DE3B6A4C886B4440,40.840097,-73.879774,E TREMONT AVE,Bronx,25,IRT,R323A,R387,"$33,828",7812.71063,3416186.852
0101000020E6100000C2F9D4B14A7852C0E1ECD632196A4440,40.828894,-73.879559,ELDER AVE,Bronx,6,IRT,R414,R162,"$34,167",6397.437072,2133456.997
0101000020E6100000B05758703F7852C03354C554FA6F4440,40.874827,-73.878872,NORWOOD-205 ST,Bronx,D,IND,N224,R157,"$37,461",6174.663569,1939179.595
0101000020E6100000B05758703F7852C03354C554FA6F4440,40.874827,-73.878872,NORWOOD-205 ST,Bronx,D,IND,N225,R157,"$37,461",6174.663569,1939179.595
0101000020E6100000A4C343183F7852C0CB11329067714440,40.885973,-73.878851,WOODLAWN ROAD,Bronx,4,IRT,R294,R052,$0,45899.93134,72716866.7
0101000020E61000005E2BA1BB247852C0D49B51F3555E4440,40.736998,-73.877242,GRAND AV-NEWTON,Queens,MR,IND,N327,R254,"$57,120",6890.665066,1958959.627
0101000020E6100000569BFF571D7852C08A5B0531D05F4440,40.748541,-73.876791,90 ST-ELMHURST,Queens,7,IRT,R527,R122,"$28,529",7391.826004,1876123.383
0101000020E61000000ADB4FC6F87752C0079964E42C6A4440,40.829495,-73.874559,MORRISON AVE,Bronx,6,IRT,R415,R120,"$33,644",5406.982409,1568167.57
0101000020E6100000EDD808C4EB7752C09BAA7B6473574440,40.683209,-73.873765,CRESCENT ST,Brooklyn,JZ,BMT,J024,R437,"$41,670",5876.214931,1548008.003
0101000020E6100000D7187442E87752C0A88B14CAC26B4440,40.841882,-73.873551,E 180 ST,Bronx,25,IRT,R325,R388,"$32,222",11162.43072,2253359.407
0101000020E6100000AFEAAC16D87752C0F584251E50584440,40.689945,-73.872564,CYPRESS HILLS,Brooklyn,J,BMT,J025,R003,$0,15883.40572,8099699.55
0101000020E6100000A774B0FECF7752C04E27D9EA72564440,40.675382,-73.87207,EUCLID AVE,Brooklyn,AC,IND,N128,R200,"$35,338",7989.559671,3290524.849
0101000020E6100000A3E8818FC17752C0A912656F29634440,40.774702,-73.871189,LGA AIRPORT CTB,Queens,7,IRT,LGA01,R538,"$39,618",44281.6238,31569256.22
0101000020E6100000465C001AA57752C07F83F6EAE35F4440,40.749143,-73.869452,JUNCTION BLVD,Queens,7,IRT,R528,R097,"$49,706",4914.47482,1396723.041
0101000020E61000003C3080F0A17752C004ADC090D55D4440,40.73308,-73.869259,WOODHAVEN BLVD,Queens,MR,IND,N329,R201,"$58,026",9417.27852,3439977.726
0101000020E61000003C3080F0A17752C004ADC090D55D4440,40.73308,-73.869259,WOODHAVEN BLVD,Queens,MR,IND,N329A,R201,"$58,026",9417.27852,3439977.726
0101000020E61000001F2E39EE947752C0B1F84D61A56C4440,40.848797,-73.868465,BRONX PARK EAST,Bronx,25,IRT,R326,R389,"$32,222",11162.43072,2253359.407
0101000020E610000079909E22877752C0DF4F8D976E6A4440,40.8315,-73.867623,ST LAWRENCE AVE,Bronx,6,IRT,R416,R245,"$39,662",6251.69253,2207823.454
0101000020E6100000F7B182DF867752C007431D56B86D4440,40.857188,-73.867607,PELHAM PARKWAY,Bronx,25,IRT,R328,R361,"$51,397",5157.44918,925234.4754
0101000020E6100000F7B182DF867752C007431D56B86D4440,40.857188,-73.867607,PELHAM PARKWAY,Bronx,25,IRT,R327,R361,"$51,397",5157.44918,925234.4754
0101000020E6100000E1F1ED5D837752C09A27D714C86E4440,40.865481,-73.867393,ALLERTON AVE,Bronx,25,IRT,R329,R362,"$37,188",6220.861636,1985238.463
0101000020E6100000E38DCC237F7752C00D897B2C7D584440,40.69132,-73.867135,ELDERTS LANE,Queens,JZ,BMT,J028,R004,"$82,073",6508.267929,2420866.331
0101000020E6100000E38DCC237F7752C06C94F59B896F4440,40.871387,-73.867135,BURKE AVE,Bronx,25,IRT,R330,R363,"$40,077",5944.424778,1737175.184
0101000020E6100000C68B8521727752C0A1478C9E5B704440,40.877796,-73.866341,GUN HILL ROAD,Bronx,5,IRT,R728,R226,"$34,656",5069.12113,1360822.138
0101000020E6100000C6BFCFB8707752C0A1478C9E5B704440,40.877796,-73.866255,GUN HILL ROAD,Bronx,25,IRT,R331,R364,"$34,656",5069.12113,1360822.138
0101000020E610000092AF0452627752C043723271AB564440,40.677107,-73.865376,GRANT AVE,Brooklyn,A,IND,N129,R382,"$37,173",6114.455508,1641233.446
0101000020E61000003D450E11377752C05B24ED461F714440,40.883767,-73.862736,219 ST,Bronx,25,IRT,R332,R365,"$44,375",4077.697521,1035565.147
0101000020E610000032CB9E04367752C06E52D158FB5F4440,40.749858,-73.862672,103 ST-CORONA,Queens,7,IRT,R529,R208,"$59,500",6911.167131,1393598.345
0101000020E610000005FA449E247752C09FAEEE586C5D4440,40.729869,-73.86161,63 DR-REGO PARK,Queens,MR,IND,N330B,R202,"$62,857",6970.307709,2186093.001
0101000020E610000005FA449E247752C09FAEEE586C5D4440,40.729869,-73.86161,63 DR-REGO PARK,Queens,MR,IND,N330C,R202,"$62,857",6970.307709,2186093.001
0101000020E6100000ED66463F1A7752C0DBA6785C546D4440,40.854137,-73.860977,MORRIS PARK,Bronx,5,IRT,R726,R329,"$58,553",7488.971443,2992858.723
0101000020E6100000EECEDA6D177752C0ECC20FCEA76A4440,40.833246,-73.860805,E 177 ST-PARKCH,Bronx,6,IRT,R417,R222,"$39,154",6645.598603,2285629.656
0101000020E6100000D9429083127752C093C5FD47A6714440,40.887887,-73.860505,225 ST,Bronx,25,IRT,R333,R366,"$31,685",5059.690089,1324406.337
0101000020E6100000CAA7C7B60C7752C0EB71DF6A9D584440,40.692304,-73.860151,FOREST PARKWAY,Queens,J,BMT,J030,R005,"$91,350",5286.510472,1743090.012
0101000020E61000009E245D33F97652C047753A90F5564440,40.679369,-73.85896,HUDSON-80 ST,Queens,A,IND,N131,R383,"$62,167",7938.054367,2832837.593
0101000020E61000009E245D33F97652C047753A90F5564440,40.679369,-73.85896,HUDSON-80 ST,Queens,A,IND,N130,R383,"$62,167",7938.054367,2832837.593
0101000020E610000059C0046EDD7652C0255AF2785A724440,40.893386,-73.857265,233 ST,Bronx,25,IRT,R334,R367,"$49,189",10436.35101,3761012.916
0101000020E610000016DEE522BE7652C0D192C7D3F26D4440,40.858973,-73.855355,PELHAM PARKWAY,Bronx,5,IRT,R727,R430,"$87,719",8804.831956,3568723.695
0101000020E610000017467A51BB7652C07138F3AB39604440,40.75176,-73.855183,111 ST,Queens,7,IRT,R530,R310,"$47,708",6229.012856,1816554.879
0101000020E6100000FA43334FAE7652C054A86E2EFE724440,40.898382,-73.854389,NEREID AVE,Bronx,25,IRT,R335,R444,"$40,325",7326.950397,2930549.121
0101000020E6100000AA656B7D917652C0B4E4F1B4FC5C4440,40.726462,-73.85263,67 AVE,Queens,MR,IND,N331,R219,"$78,213",5274.454586,1418825.25
0101000020E6100000AA656B7D917652C0B4E4F1B4FC5C4440,40.726462,-73.85263,67 AVE,Queens,MR,IND,N332,R219,"$78,213",5274.454586,1418825.25
0101000020E61000007D941117807652C036E7E099D0584440,40.693866,-73.851568,WOODHAVEN BLVD,Queens,JZ,BMT,J031,R006,"$24,447",5805.078278,1548759.254
0101000020E61000007D941117807652C036E7E099D0584440,40.693866,-73.851568,WOODHAVEN BLVD,Queens,JZ,BMT,J032,R006,"$24,447",5805.078278,1548759.254
0101000020E61000008F334DD87E7652C0747ADE8D05574440,40.679857,-73.851492,BOYD-88 ST,Queens,A,IND,N133,R384,"$34,167",9474.294282,4492337.384
0101000020E6100000B0E8D66B7A7652C022C32ADEC86A4440,40.834255,-73.851222,CASTLE HILL AVE,Bronx,6,IRT,R418,R106,"$52,163",5642.628278,1629908.752
0101000020E610000067D13B15707652C00B410E4A98734440,40.903085,-73.850591,WAKEFIELD-241,Bronx,2,IRT,R336,R145,"$49,189",10436.35101,3761012.916
0101000020E6100000CB80B3942C7652C0C2340C1F116B4440,40.83646,-73.846471,ZEREGA AVE,Bronx,6,IRT,R419,R326,"$47,917",13844.91408,7359514.076
0101000020E610000085EB51B81E7652C0CA6B257497604440,40.754622,-73.845625,METS-WILLETS PT,Queens,7,IRT,R532,R328,"$21,128",62825.10862,54758505.23
